email,domain,phase,source_url,reason
dmarc_reports@lhdottie.com,lhdottie.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc_reports@prescriberpoint.com,prescriberpoint.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc_rua@emaildefense.proofpoint.com,adp.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_rua@emaildefense.proofpoint.com,checkr.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_rua@emaildefense.proofpoint.com,factset.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_rua@emaildefense.proofpoint.com,morningstar.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_rua@emaildefense.proofpoint.com,mscience.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_rua@emaildefense.proofpoint.com,ovintiv.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_rua@emaildefense.proofpoint.com,sabre.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_rua@emaildefense.proofpoint.com,silabs.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_rua@emaildefense.proofpoint.com,swiggy.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_rua@onsecureserver.net,30x.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_rua@onsecureserver.net,adverteyes.ai,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_rua@onsecureserver.net,bonnie.ai,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_rua@onsecureserver.net,chetto.ai,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_rua@onsecureserver.net,gopitcrew.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_rua@onsecureserver.net,heron-intelligence.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_rua@onsecureserver.net,investdefy.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_rua@onsecureserver.net,item.app,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_rua@onsecureserver.net,kpicreatives.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_rua@onsecureserver.net,respan.ai,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_rua@onsecureserver.net,spycraft.co,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_rua@onsecureserver.net,thewhitebox.io,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_rua@onsecureserver.net,transparently.ai,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_rua@onsecureserver.net,vico.io,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_rua@scientist.com,scientist.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc_rua@smartthings.com,smartthings.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc_ruf@emaildefense.proofpoint.com,adp.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc_ruf@emaildefense.proofpoint.com,checkr.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc_ruf@emaildefense.proofpoint.com,factset.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc_ruf@emaildefense.proofpoint.com,morningstar.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc_ruf@emaildefense.proofpoint.com,mscience.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc_ruf@emaildefense.proofpoint.com,ovintiv.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc_ruf@emaildefense.proofpoint.com,sabre.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc_ruf@emaildefense.proofpoint.com,silabs.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc_ruf@emaildefense.proofpoint.com,swiggy.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc_ruf@smartthings.com,smartthings.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc_tribecrm@efficy.com,tribecrm.nl,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_tribecrm@efficy.com,tribecrm.nl,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarcin@wangate.com,avmap.it,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarcin@wangate.com,avmap.it,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarcreports@amityage.com,amityage.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarcreports@attributionapp.com,attributionapp.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarcreports@breakthroughsales.io,breakthroughsales.io,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarcreports@fbsdata.com,flexmls.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarcreports@fergus.com,fergus.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarcreports@forter.com,forter.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarcreports@freedom.world,freedom.world,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarcreports@gowindmill.com,gowindmill.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarcreports@gridium.com,gridium.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarcreports@houseamp.com,houseamp.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarcreports@icmarkets.com,icmarkets.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarcreports@ipolish.fashion,ipolish.fashion,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarcreports@ipolish.fashion,ipolish.fashion,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarcreports@jasper.ai,jasper.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarcreports@kscope.io,kscope.io,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarcreports@levno.com,levno.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarcreports@lovable.dev,ammp.io,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarcreports@lovable.dev,gravl.io,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarcreports@lovable.dev,halfmoonempanadas.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarcreports@lovable.dev,zapsign.com.br,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarcreports@miro.com,miro.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarcreports@miro.com,miro.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarcreports@scenario.com,scenario.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarcreports@shipsaving.com,shipsaving.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarcreports@slateteams.com,slateteams.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarcreports@sleekplan.com,sleekplan.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarcreports@sloan.org,sloan.org,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarcreports@sloan.org,sloan.org,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarcreports@spinify.com,spinify.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarcreports@takeprofit.com,takeprofit.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarcreports@teamgram.com,teamgram.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarcreports@teamgram.com,teamgram.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarcreports@upsolve.ai,upsolve.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dns@digicertdns.com,battery.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@digicertdns.com,craft.io,tier1-2-dns:soa_rname,,host-not-same-domain
dns@digicertdns.com,prixuserp.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@digicertdns.com,silabs.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@dnsmadeeasy.com,airpay.co.in,tier1-2-dns:soa_rname,,host-not-same-domain
dns@dnsmadeeasy.com,badgermapping.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@dnsmadeeasy.com,e-gineering.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@dnsmadeeasy.com,everymanjack.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@dnsmadeeasy.com,getresponse.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@dnsmadeeasy.com,tokenterminal.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@hostinger.com,martecko.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@hostinger.com,pinegap.ai,tier1-2-dns:soa_rname,,host-not-same-domain
dns@hostinger.com,walead.ai,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,1up.ai,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,accelera.tech,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,aclarian.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,adopt.ai,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,aivideo.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,allianceabroad.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,antler.co,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,applypass.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,aqmen.ai,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,aris.in,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,avertro.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,basicops.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,bdex.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,beaufort12.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,bonafide.ai,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,bonnie.ai,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,brainfab.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,buildfire.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,ceo-cf.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,chetto.ai,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,chift.eu,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,climateactiondata.org,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,cloverleaf.ai,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,cordova.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,creatordb.app,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,cruva.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,cst.co.uk,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,cta.tech,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,customerscore.io,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,diffly.co,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,dma-group.co.uk,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,easyleadz.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,edgetier.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,eliex.ai,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,encoda.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,encompassonsite.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,eodhd.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,epsilon3.io,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,fastbridgefiber.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,frictionlessit.net,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,fyxer.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,gigworx.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,glede.app,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,glichealth.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,gocsm.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,goextrovert.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,goldfishads.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,goodwatercap.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,groupesignalisation.ca,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,gudeco.de,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,healthkey.health,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,hex.inc,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,howz.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,iasaglobal.org,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,imperium.uk,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,intellizence.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,investdefy.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,ipolish.fashion,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,item.app,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,jurny.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,lawtrades.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,liverem.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,lorikeetcx.ai,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,maniv.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,mdcdatacenters.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,meandu.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,measured.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,mentionlytics.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,mymeet.ai,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,mypureinsights.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,namauu.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,noviams.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,nyquistai.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,pavefi.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,perfai.ai,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,preppr.ai,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,printmailsolutions.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,prizm-energy.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,prscnt.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,pulsegen.io,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,quartile.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,quinn-ai.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,rapidflare.ai,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,realfinity.io,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,respan.ai,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,runrehearsals.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,saleslayer.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,sevengables.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,smarte.pro,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,spike.digital,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,spycraft.co,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,sunlandasphalt.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,syncari.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,syrto.ai,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,tandom.ai,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,taxdone.ch,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,tektonic.ai,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,thewhitebox.io,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,thrustflight.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,timoneilassociates.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,tipranks.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,tracklution.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,transparently.ai,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,trenchsecurity.ai,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,vanna.ai,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,varolio.io,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,vico.io,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,vidapp.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,wheelocity.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,wheeltheworld.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@jomax.net,zentronlabs.com,tier1-2-dns:soa_rname,,host-not-same-domain
dns@nmugroup.com,gpbullhound.com,tier1-2-dns:soa_rname,,host-not-same-domain
dnsadm@choopa.com,beautech.aero,tier1-2-dns:soa_rname,,host-not-same-domain
dnsadmin@c43720.sgvps.net,cles.org,tier1-2-dns:soa_rname,,host-not-same-domain
dnsadmin@sgp58.siteground.asia,ccare.org.au,tier1-2-dns:soa_rname,,host-not-same-domain
domainmaster@htp.net,enercity.de,tier1-2-dns:soa_rname,,host-not-same-domain
domains+netlify@netlify.com,blocksize.info,tier1-2-dns:soa_rname,,host-not-same-domain
domains+netlify@netlify.com,getaleph.com,tier1-2-dns:soa_rname,,host-not-same-domain
domains+netlify@netlify.com,supernewsroom.ai,tier1-2-dns:soa_rname,,host-not-same-domain
domains@etisalat.ae,gcaa.gov.ae,tier1-2-dns:soa_rname,,host-not-same-domain
domains@idealo.de,idealo.com,tier1-2-dns:caa_iodef,,host-not-same-domain
domains@montecarlodata.com,getmontecarlo.com,tier1-2-dns:caa_iodef,,host-not-same-domain
e0610fbe@dmarc.mailgun.org,manatal.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
e0610fbe@dmarc.mailgun.org,manatal.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
e1b40fc5@dmarc.mailgun.org,agent.ai,tier1-2-dns:dmarc_rua,,host-not-same-domain
e1b40fc5@dmarc.mailgun.org,agent.ai,tier1-2-dns:dmarc_ruf,,host-not-same-domain
e37a131d30f1.a@dmarcinput.com,b.capital,tier1-2-dns:dmarc_rua,,host-not-same-domain
e37a131d30f1.f@dmarcinput.com,b.capital,tier1-2-dns:dmarc_ruf,,host-not-same-domain
e3bfdf21ad@rua.easydmarc.eu,fresha.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
e3bfdf21ad@ruf.easydmarc.eu,fresha.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
e51281ab@forensics.dmarc-report.com,contaja.com.br,tier1-2-dns:dmarc_ruf,,host-not-same-domain
e51281ab@mxtoolbox.dmarc-report.com,contaja.com.br,tier1-2-dns:dmarc_rua,,host-not-same-domain
e5cc0ffa@dmarc.mailgun.org,joinotto.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
e5cc0ffa@dmarc.mailgun.org,joinotto.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
e5f11c2159@rua.easydmarc.asia,lusha.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
e5f11c2159@ruf.easydmarc.asia,lusha.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
e7ec0ffa@dmarc.mailgun.org,zoviz.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
e7ec0ffa@dmarc.mailgun.org,zoviz.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
e8d41008@dmarc.mailgun.org,coliving.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
e8d41008@dmarc.mailgun.org,coliving.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
e9490ff1@dmarc.mailgun.org,oneassessment.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
e9490ff1@dmarc.mailgun.org,oneassessment.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
ea1422efa133.a@dmarcinput.com,atom.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
ea1422efa133.f@dmarcinput.com,atom.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
edwin.somhorst@perfectview.nl,tribecrm.nl,tier1-2-dns:soa_rname,,host-not-same-domain
ee308df57b@rua.easydmarc.us,beautech.aero,tier1-2-dns:dmarc_rua,,host-not-same-domain
ee308df57b@ruf.easydmarc.us,beautech.aero,tier1-2-dns:dmarc_ruf,,host-not-same-domain
emaildmarc@imax.com,imax.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
emaildmarc@imax.com,imax.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
enterprise2dnsadmin@dnspod.com,58pic.com,tier1-2-dns:soa_rname,,host-not-same-domain
extsecalerts@bestow.com,beveldata.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
extsecalerts@bestow.com,beveldata.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
f+95828844@fdmarc.net,techstars.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
f0101015@dmarc.mailgun.org,n3xt.io,tier1-2-dns:dmarc_rua,,host-not-same-domain
f0101015@dmarc.mailgun.org,n3xt.io,tier1-2-dns:dmarc_ruf,,host-not-same-domain
f011712e@forensics.dmarc-report.com,catsy.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
f011712e@mxtoolbox.dmarc-report.com,catsy.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
f09f101f@dmarc.mailgun.org,remote.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
f09f101f@dmarc.mailgun.org,remote.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
f0ccd91025@rua.easydmarc.us,sevengables.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
f0ccd91025@ruf.easydmarc.us,sevengables.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
f2161011@dmarc.mailgun.org,daloopa.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
f295e444@forensics.dmarc-report.com,geotab.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
f295e444@mxtoolbox.dmarc-report.com,geotab.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
f432a4398f@rua.easydmarc.eu,seon.io,tier1-2-dns:dmarc_rua,,host-not-same-domain
f432a4398f@ruf.easydmarc.eu,seon.io,tier1-2-dns:dmarc_ruf,,host-not-same-domain
f7631056@dmarc.mailgun.org,syncari.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
f7631056@dmarc.mailgun.org,syncari.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
fbl@esputnik.com,reteno.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
fce6cbed5cf6.a@dmarcinput.com,localfalcon.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
fce6cbed5cf6.f@dmarcinput.com,localfalcon.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
fdc2c1edad@rua.easydmarc.eu,beaufort12.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
fdc2c1edad@ruf.easydmarc.eu,beaufort12.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
ff7699f28e@rua.easydmarc.us,spekit.co,tier1-2-dns:dmarc_rua,,host-not-same-domain
ff7699f28e@ruf.easydmarc.us,spekit.co,tier1-2-dns:dmarc_ruf,,host-not-same-domain
forensic-dmarc@kubit.ai,kubit.ai,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
fwmsupport@fwm.tv,fourthwall.tv,tier1-2-dns:dmarc_ruf,,host-not-same-domain
gfdzk7gn@rua.dmarceye.com,techpromarketing.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
grigoriimordkovich@gmail.com,spredo.io,tier1-2-dns:dmarc_rua,,host-not-same-domain
hello@knocommecrce.com,knocommerce.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
hey+dmarc@chowdeck.com,chowdeck.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
hi@ghost.st,forte.co.nz,security.txt,https://forte.co.nz/.well-known/security.txt,host-not-same-domain
hosting@gabia.com,trackit.so,tier1-2-dns:soa_rname,,host-not-same-domain
hostmaster@1und1.com,bullit.ai,tier1-2-dns:soa_rname,,host-not-same-domain
hostmaster@1und1.com,ci-hub.com,tier1-2-dns:soa_rname,,host-not-same-domain
hostmaster@1und1.com,iyengarnyc.org,tier1-2-dns:soa_rname,,host-not-same-domain
hostmaster@1und1.com,nexyo.io,tier1-2-dns:soa_rname,,host-not-same-domain
hostmaster@1und1.com,techmakers.it,tier1-2-dns:soa_rname,,host-not-same-domain
hostmaster@adm.tools,hsa.org.ua,tier1-2-dns:soa_rname,,host-not-same-domain
hostmaster@bunny.net,incomaker.com,tier1-2-dns:soa_rname,,host-not-same-domain
hostmaster@cscdns.net,superoffice.com,tier1-2-dns:soa_rname,,host-not-same-domain
hostmaster@curanet.dk,skiltecentret.dk,tier1-2-dns:soa_rname,,host-not-same-domain
hostmaster@dreamhost.com,apter.com.br,tier1-2-dns:soa_rname,,host-not-same-domain
hostmaster@dreamhost.com,zaprinta.com,tier1-2-dns:soa_rname,,host-not-same-domain
hostmaster@drei.host,1000ps.at,tier1-2-dns:soa_rname,,host-not-same-domain
hostmaster@eclipse-sp.com,sigma.software,tier1-2-dns:soa_rname,,host-not-same-domain
hostmaster@eurodns.com,alterdomus.com,tier1-2-dns:soa_rname,,host-not-same-domain
hostmaster@eurodns.com,upsales.com,tier1-2-dns:soa_rname,,host-not-same-domain
hostmaster@heberjahiz.com,capmission.ma,tier1-2-dns:soa_rname,,host-not-same-domain
hostmaster@hichina.com,coros.com,tier1-2-dns:soa_rname,,host-not-same-domain
hostmaster@hichina.com,hbflavor.com,tier1-2-dns:soa_rname,,host-not-same-domain
hostmaster@hichina.com,octoparse.com,tier1-2-dns:soa_rname,,host-not-same-domain
hostmaster@hichina.com,pateo.com.cn,tier1-2-dns:soa_rname,,host-not-same-domain
hostmaster@hichina.com,sourcecodecap.com,tier1-2-dns:soa_rname,,host-not-same-domain
hostmaster@hostpoint.ch,aico.swiss,tier1-2-dns:soa_rname,,host-not-same-domain
hostmaster@idp365.net,illumex.ai,tier1-2-dns:soa_rname,,host-not-same-domain
hostmaster@infomaniak.ch,bnicapital.com,tier1-2-dns:soa_rname,,host-not-same-domain
