email,domain,phase,source_url
security@karbonhq.com,karbonhq.com,consensus-tier-A,https://karbonhq.com/.well-known/security.txt
security@kashable.com,kashable.com,tier1-2-dns:caa_iodef,
security@kashable.com,kashable.com,consensus-tier-A,https://kashable.com/security.html
security@katanamrp.com,katanamrp.com,tier1-2-smtp,
security@katara.ai,katara.ai,tier1-2-smtp,
security@keboola.com,keboola.com,security.txt,https://keboola.com/.well-known/security.txt
security@keboola.com,keboola.com,consensus-tier-A,https://www.keboola.com/.well-known/security.txt
security@kevel.com,kevel.com,tier1-2-smtp,
security@kinesis.org,kinesis.org,tier1-2-smtp,
security@kissterra.com,kissterra.com,tier1-2-smtp,
security@kive.ai,kive.ai,tier1-2-smtp,
security@kixie.com,kixie.com,consensus-tier-A,https://www.kixie.com/privacy-policy/
security@klaviyo.com,klaviyo.com,consensus-tier-A,https://www.klaviyo.com/
security@klubi.com.br,klubi.com.br,tier1-2-smtp,
security@knapsack.cloud,knapsack.cloud,tier1-2-smtp,
security@knocommerce.com,knocommerce.com,tier1-2-smtp,
security@knotch.com,knotch.com,tier1-2-smtp,
security@kubit.ai,kubit.ai,tier1-2-smtp,
security@lambdatest.com,lambdatest.com,tier1-2-smtp,
security@landstack.co.uk,landstack.co.uk,tier1-2-smtp,
security@lansweeper.com,lansweeper.com,tier1-2-smtp,
security@lawvu.com,lawvu.com,security.txt,https://lawvu.com/.well-known/security.txt
security@lawvu.com,lawvu.com,consensus-tier-A,https://lawvu.com/.well-known/security.txt
security@leadfeeder.com,leadfeeder.com,consensus-tier-A,https://www.leadfeeder.com/security/
security@leadmagic.io,leadmagic.io,security.txt,https://leadmagic.io/.well-known/security.txt
security@leadmagic.io,leadmagic.io,consensus-tier-A,https://leadmagic.io/.well-known/security.txt
security@legalmike.ai,legalmike.ai,tier1-2-smtp,
security@leonardo.ai,leonardo.ai,tier1-2-smtp,
security@leverest.net,leverest.net,tier1-2-smtp,
security@lhdottie.com,lhdottie.com,tier1-2-smtp,
security@lilt.com,lilt.com,tier1-2-smtp,
security@limacharlie.io,limacharlie.io,tier1-2-smtp,
security@linear.app,linear.app,security.txt,https://linear.app/.well-known/security.txt
security@linear.app,linear.app,consensus-tier-A,https://linear.app/.well-known/security.txt
security@listalpha.com,listalpha.com,tier1-2-smtp,
security@listenlabs.ai,listenlabs.ai,tier1-2-smtp,
security@littlebird.ai,littlebird.ai,tier1-2-smtp,
security@llamaindex.ai,llamaindex.ai,tier1-2-smtp,
security@lockchain.ai,lockchain.ai,security.txt,https://lockchain.ai/security.txt
security@lockchain.ai,lockchain.ai,consensus-tier-A,https://lockchain.ai/security.txt
security@logto.io,logto.io,tier1-2-smtp,
security@lokalise.com,lokalise.com,tier1-2-smtp,
security@lorikeetcx.ai,lorikeetcx.ai,tier1-2-smtp,
security@ludusengine.com,ludusengine.com,security.txt,https://ludusengine.com/.well-known/security.txt
security@ludusengine.com,ludusengine.com,consensus-tier-A,https://ludusengine.com/.well-known/security.txt
security@luma.com,luma.com,security.txt,https://luma.com/.well-known/security.txt
security@luma.com,luma.com,consensus-tier-A,https://luma.com/.well-known/security.txt
security@lumar.io,lumar.io,tier1-2-smtp,
security@lumar.io,lumar.io,tier1-2-dns:dmarc_rua,
security@lumar.io,lumar.io,tier1-2-dns:dmarc_ruf,
security@luminpdf.com,luminpdf.com,tier1-2-smtp,
security@maestrolabs.com,maestrolabs.com,tier1-2-smtp,
security@maestrolabs.com,maestrolabs.com,tier1-2-dns:dmarc_rua,
security@magnific.com,magnific.com,tier1-2-dns:dmarc_rua,
security@make.com,make.com,tier1-2-smtp,
security@manatal.com,manatal.com,tier1-2-smtp,
security@manufact.com,manufact.com,tier1-2-smtp,
security@mapbox.com,mapbox.com,tier1-2-smtp,
security@mapbox.com,mapbox.com,consensus-tier-A,https://www.mapbox.com/platform/security
security@marq.com,marq.com,tier1-2-smtp,
security@matador.ai,matador.ai,tier1-2-smtp,
security@matik.io,matik.io,tier1-2-smtp,
security@me.sh,me.sh,consensus-tier-A,https://library.me.sh/knowledge-base/security-and-privacy/
security@measured.com,measured.com,tier1-2-smtp,
security@mediamath.com,mediamath.com,tier1-2-smtp,
security@mee6.xyz,mee6.xyz,tier1-2-smtp,
security@meetgeek.ai,meetgeek.ai,tier1-2-smtp,
security@meetjamie.ai,meetjamie.ai,tier1-2-smtp,
security@meetup.com,meetup.com,tier1-2-smtp,
security@meisterlabs.com,meisterlabs.com,security.txt,https://meisterlabs.com/.well-known/security.txt
security@meisterlabs.com,meisterlabs.com,consensus-tier-A,https://meisterlabs.com/.well-known/security.txt
security@meow.com,meow.com,tier1-2-smtp,
security@mercury.com,mercury.com,consensus-tier-A,https://mercury.com/security
security@mesmer.co,mesmer.co,tier1-2-smtp,
security@meteomatics.com,meteomatics.com,tier1-2-smtp,
security@micador.com.au,micador.com.au,tier1-2-smtp,
security@middesk.com,middesk.com,tier1-2-smtp,
security@milemaker.com,milemaker.com,tier1-2-smtp,
security@miro.com,miro.com,tier1-2-smtp,
security@miro.com,miro.com,tier1-2-dns:caa_iodef,
security@miro.com,miro.com,consensus-tier-A,https://trust.miro.com/
security@mittwald.de,mittwald.de,security.txt,https://mittwald.de/.well-known/security.txt
security@mittwald.de,mittwald.de,consensus-tier-A,https://www.mittwald.de/.well-known/security.txt
security@mixmax.com,mixmax.com,tier1-2-smtp,
security@mixmax.com,mixmax.com,consensus-tier-A,https://www.mixmax.com/legal/security
security@mixpanel.com,mixpanel.com,security.txt,https://mixpanel.com/.well-known/security.txt
security@mixpanel.com,mixpanel.com,consensus-tier-A,https://mixpanel.com/.well-known/security.txt
security@modoenergy.com,modoenergy.com,tier1-2-smtp,
security@monest.com.br,monest.com.br,tier1-2-smtp,
security@moodys.com,moodys.com,tier1-2-smtp,
security@moovel.com,moovel.com,tier1-2-smtp,
security@morgans.com.au,morgans.com.au,tier1-2-smtp,
security@morningstar.com,morningstar.com,tier1-2-smtp,
security@msci.com,msci.com,tier1-2-smtp,
security@musixmatch.com,musixmatch.com,tier1-2-smtp,
security@mutinyhq.com,mutinyhq.com,tier1-2-smtp,
security@mux.com,mux.com,C-sec,https://mux.com/security
security@mydevices.com,mydevices.com,tier1-2-smtp,
security@n3xt.io,n3xt.io,tier1-2-smtp,
security@namauu.com,namauu.com,tier1-2-smtp,
security@napta.io,napta.io,tier1-2-smtp,
security@narrative.io,narrative.io,tier1-2-smtp,
security@narrative.io,narrative.io,consensus-tier-A,https://www.narrative.io/legals/security
security@nativo.com,nativo.com,tier1-2-smtp,
security@natura.io,natura.io,tier1-2-smtp,
security@nclarity.com,nclarity.com,tier1-2-smtp,
security@nex.ai,nex.ai,tier1-2-smtp,
security@nex.ai,nex.ai,tier1-2-dns:caa_iodef,
security@noma.security,noma.security,tier1-2-smtp,
security@nostra.ai,nostra.ai,tier1-2-smtp,
security@novatalent.com,novatalent.com,tier1-2-smtp,
security@noviams.com,noviams.com,tier1-2-smtp,
security@novoplan.com.au,novoplan.com.au,tier1-2-smtp,
security@nue.io,nue.io,tier1-2-smtp,
security@obat.fr,obat.fr,tier1-2-smtp,
security@octolane.com,octolane.com,tier1-2-smtp,
security@octolane.com,octolane.com,tier1-2-dns:dmarc_ruf,
security@octolane.com,octolane.com,C-sec,https://octolane.com/security
security@oktopost.com,oktopost.com,tier1-2-smtp,
security@omnea.co,omnea.co,tier1-2-smtp,
security@omnidim.io,omnidim.io,security.txt,https://omnidim.io/.well-known/security.txt
security@omnidim.io,omnidim.io,consensus-tier-A,https://omnidim.io/.well-known/security.txt
security@oncrawl.com,oncrawl.com,tier1-2-smtp,
security@onepage.io,onepage.io,tier1-2-smtp,
security@onepage.io,onepage.io,tier1-2-dns:dmarc_rua,
security@onlyoffice.com,onlyoffice.com,security.txt,https://onlyoffice.com/.well-known/security.txt
security@onlyoffice.com,onlyoffice.com,consensus-tier-A,https://onlyoffice.com/.well-known/security.txt
security@ontra.ai,ontra.ai,tier1-2-smtp,
security@ontraport.com,ontraport.com,tier1-2-smtp,
security@ontraport.com,ontraport.com,consensus-tier-A,https://ontraport.com/legal
security@onyxplatform.com,onyxplatform.com,tier1-2-smtp,
security@operating.app,operating.app,tier1-2-smtp,
security@optimizedpayments.com,optimizedpayments.com,tier1-2-smtp,
security@orbb.com,orbb.com,tier1-2-smtp,
security@orbb.com,orbb.com,tier1-2-dns:caa_iodef,
security@orderful.com,orderful.com,security.txt,https://www.orderful.com/.well-known/security.txt
security@osome.com,osome.com,tier1-2-smtp,
security@otter.ai,otter.ai,tier1-2-smtp,
security@outlit.ai,outlit.ai,security.txt,https://outlit.ai/.well-known/security.txt
security@outlit.ai,outlit.ai,consensus-tier-A,https://www.outlit.ai/.well-known/security.txt
security@overfuel.com,overfuel.com,tier1-2-smtp,
security@pacelabs.com,pacelabs.com,tier1-2-smtp,
security@pagos.ai,pagos.ai,tier1-2-smtp,
security@pagos.ai,pagos.ai,consensus-tier-A,https://pagos.ai/security
security@pandadoc.com,pandadoc.com,tier1-2-smtp,
security@parkable.com,parkable.com,tier1-2-smtp,
security@parkable.com,parkable.com,consensus-tier-A,https://parkable.com/security
security@patch.io,patch.io,tier1-2-smtp,
security@patentmaker.eu,patentmaker.eu,tier1-2-smtp,
security@paubox.com,paubox.com,tier1-2-dns:caa_iodef,
security@pavefi.com,pavefi.com,tier1-2-smtp,
security@peakmetrics.com,peakmetrics.com,tier1-2-smtp,
security@pelcro.com,pelcro.com,tier1-2-smtp,
security@people.ai,people.ai,consensus-tier-A,https://www.backstory.ai/privacy
security@perdoo.com,perdoo.com,tier1-2-smtp,
security@photoroom.com,photoroom.com,tier1-2-smtp,
security@pipe17.com,pipe17.com,security.txt,https://pipe17.com/.well-known/security.txt
security@pipe17.com,pipe17.com,consensus-tier-A,https://pipe17.com/.well-known/security.txt
security@piperai.com,piperai.com,tier1-2-smtp,
security@placester.com,placester.com,consensus-tier-A,https://placester.com/security
security@plaud.ai,plaud.ai,security.txt,https://plaud.ai/.well-known/security.txt
security@plaud.ai,plaud.ai,consensus-tier-A,https://security.plaud.ai/.well-known/security.txt
security@plotline.so,plotline.so,tier1-2-smtp,
security@podio.com,podio.com,tier1-2-smtp,
security@pointfive.co,pointfive.co,tier1-2-dns:caa_iodef,
security@pointfive.co,pointfive.co,tier1-2-dns:dmarc_rua,
security@polytomic.com,polytomic.com,consensus-tier-A,https://www.polytomic.com/vulnerability-disclosure
security@postman.com,postman.com,security.txt,https://postman.com/.well-known/security.txt
security@postman.com,postman.com,consensus-tier-A,https://www.postman.com/.well-known/security.txt
security@pragma.com.co,pragma.com.co,tier1-2-smtp,
security@predactiv.com,predactiv.com,tier1-2-smtp,
security@predicthq.com,predicthq.com,tier1-2-smtp,
security@pricehubble.com,pricehubble.com,tier1-2-smtp,
security@pricehubble.com,pricehubble.com,tier1-2-dns:dmarc_rua,
security@primum.co,primum.co,tier1-2-smtp,
security@prisma.io,prisma.io,security.txt,https://www.prisma.io/.well-known/security.txt
security@prismatic.io,prismatic.io,security.txt,https://prismatic.io/.well-known/security.txt
security@prismatic.io,prismatic.io,consensus-tier-A,https://prismatic.io/.well-known/security.txt
security@prismic.io,prismic.io,tier1-2-smtp,
security@prokeep.com,prokeep.com,tier1-2-smtp,
security@propeller.co.uk,propeller.co.uk,tier1-2-smtp,
security@propper.ai,propper.ai,security.txt,https://propper.ai/.well-known/security.txt
security@propper.ai,propper.ai,consensus-tier-A,https://propper.ai/.well-known/security.txt
security@proresources.com,proresources.com,tier1-2-smtp,
security@prospeo.io,prospeo.io,tier1-2-smtp,
security@public.com,public.com,security.txt,https://public.com/security.txt
security@public.com,public.com,consensus-tier-A,https://public.com/security.txt
security@pucara.io,pucara.io,tier1-2-smtp,
security@qlerify.com,qlerify.com,tier1-2-smtp,
security@qlerify.com,qlerify.com,tier1-2-dns:caa_iodef,
security@quartr.com,quartr.com,tier1-2-smtp,
security@query.ai,query.ai,tier1-2-smtp,
security@query.ai,query.ai,tier1-2-dns:dmarc_rua,
security@quicknode.com,quicknode.com,tier1-2-smtp,
security@quid.com,quid.com,tier1-2-smtp,
security@quivly.ai,quivly.ai,tier1-2-smtp,
security@raindrop.ai,raindrop.ai,tier1-2-smtp,
security@rallyuxr.com,rallyuxr.com,tier1-2-smtp,
security@rallyuxr.com,rallyuxr.com,tier1-2-dns:caa_iodef,
security@rallyuxr.com,rallyuxr.com,consensus-tier-A,https://www.rallyuxr.com/security
security@reevo.ai,reevo.ai,tier1-2-smtp,
security@referralcandy.com,referralcandy.com,consensus-tier-A,https://www.referralcandy.com/privacy
security@reg-genome.com,reg-genome.com,tier1-2-smtp,
security@reg-genome.com,reg-genome.com,tier1-2-dns:dmarc_rua,
security@reg-genome.com,reg-genome.com,tier1-2-dns:dmarc_ruf,
security@relay.app,relay.app,consensus-tier-A,https://www.relay.app/security
security@relevanceai.com,relevanceai.com,tier1-2-smtp,
security@remote.com,remote.com,consensus-tier-A,https://remote.com/abuse
security@replicate.com,replicate.com,tier1-2-smtp,
security@reshapex.com,reshapex.com,tier1-2-smtp,
security@respan.ai,respan.ai,tier1-2-smtp,
security@restream.io,restream.io,tier1-2-smtp,
security@reversinglabs.com,reversinglabs.com,tier1-2-smtp,
security@revisiondojo.com,revisiondojo.com,tier1-2-smtp,
security@rhinofcp.com,rhinofcp.com,tier1-2-smtp,
security@rhinohealth.com,rhinohealth.com,tier1-2-smtp,
security@richpanel.com,richpanel.com,tier1-2-smtp,
security@risepeople.com,risepeople.com,tier1-2-smtp,
security@rocketlane.com,rocketlane.com,tier1-2-smtp,
security@rocketlane.com,rocketlane.com,consensus-tier-A,https://www.rocketlane.com/responsible-disclosure
security@rolli.ai,rolli.ai,consensus-tier-A,https://rolli.ai/terms
security@rootly.com,rootly.com,security.txt,https://rootly.com/.well-known/security.txt
security@rootly.com,rootly.com,consensus-tier-A,https://rootly.com/.well-known/security.txt
security@rowzero.com,rowzero.com,tier1-2-smtp,
security@rowzero.com,rowzero.com,consensus-tier-A,https://rowzero.com/security
security@rudderstack.com,rudderstack.com,tier1-2-smtp,
security@rudderstack.com,rudderstack.com,C-sec,https://rudderstack.com/contact
security@runrehearsals.com,runrehearsals.com,tier1-2-smtp,
security@runway.team,runway.team,consensus-tier-A,https://www.runway.team/security
security@runwayml.com,runwayml.com,tier1-2-smtp,
security@rye.com,rye.com,security.txt,https://rye.com/.well-known/security.txt
security@rye.com,rye.com,consensus-tier-A,https://rye.com/.well-known/security.txt
security@sabre.com,sabre.com,tier1-2-smtp,
security@safetyculture.com,safetyculture.com,security.txt,https://safetyculture.com/.well-known/security.txt
security@safetyculture.com,safetyculture.com,consensus-tier-A,https://safetyculture.com/.well-known/security.txt
security@saidot.ai,saidot.ai,tier1-2-smtp,
security@saleshandy.com,saleshandy.com,tier1-2-smtp,
security@saleshandy.com,saleshandy.com,consensus-tier-A,https://saleshandy.com/vulnerability-disclosure
security@saleslayer.com,saleslayer.com,tier1-2-smtp,
security@sanity.io,sanity.io,security.txt,https://sanity.io/.well-known/security.txt
security@sanity.io,sanity.io,consensus-tier-A,https://www.sanity.io/.well-known/security.txt
security@sawmills.ai,sawmills.ai,tier1-2-smtp,
security@scaleflex.com,scaleflex.com,tier1-2-smtp,
security@scalestack.ai,scalestack.ai,tier1-2-smtp,
security@scanpower.com,scanpower.com,tier1-2-smtp,
security@scienceexchange.com,scienceexchange.com,tier1-2-smtp,
security@scispot.io,scispot.io,tier1-2-smtp,
security@scorecard.io,scorecard.io,tier1-2-smtp,
security@scorecard.io,scorecard.io,tier1-2-dns:dmarc_rua,
security@searchatlas.com,searchatlas.com,security.txt,https://searchatlas.com/.well-known/security.txt
security@searchatlas.com,searchatlas.com,consensus-tier-A,https://searchatlas.com/.well-known/security.txt
security@sectionai.com,sectionai.com,tier1-2-smtp,
security@segmentstream.com,segmentstream.com,tier1-2-smtp,
security@seismic.com,seismic.com,tier1-2-smtp,
security@seismic.com,seismic.com,tier1-2-dns:caa_iodef,
security@sellerx.com,sellerx.com,tier1-2-smtp,
security@sensolus.com,sensolus.com,tier1-2-smtp,
security@sentinelrisk.ie,sentinelrisk.ie,tier1-2-smtp,
security@seon.io,seon.io,tier1-2-smtp,
security@seqera.io,seqera.io,security.txt,https://seqera.io/.well-known/security.txt
security@seqera.io,seqera.io,consensus-tier-A,https://seqera.io/.well-known/security.txt
security@seyna.eu,seyna.eu,tier1-2-smtp,
security@shade.inc,shade.inc,tier1-2-smtp,
security@shapes.co,shapes.co,tier1-2-smtp,
security@shiftcare.com,shiftcare.com,tier1-2-smtp,
security@shinkansen.finance,shinkansen.finance,tier1-2-smtp,
security@shortcut.com,shortcut.com,tier1-2-smtp,
security@shortcut.com,shortcut.com,consensus-tier-A,https://www.shortcut.com/security
security@siena.cx,siena.cx,tier1-2-smtp,
security@signal-ai.com,signal-ai.com,tier1-2-smtp,
security@singular.net,singular.net,tier1-2-smtp,
security@sitewise.com,sitewise.com,tier1-2-smtp,
security@skilljar.com,skilljar.com,tier1-2-smtp,
security@smartthings.com,smartthings.com,tier1-2-smtp,
security@snowfox.ai,snowfox.ai,tier1-2-smtp,
security@socialinsider.io,socialinsider.io,consensus-tier-A,https://www.socialinsider.io/vulnerability-disclosure
security@socialpilot.co,socialpilot.co,tier1-2-smtp,
security@socket.dev,socket.dev,security.txt,https://socket.dev/.well-known/security.txt
security@socket.dev,socket.dev,consensus-tier-A,https://socket.dev/.well-known/security.txt
security@sosovalue.com,sosovalue.com,tier1-2-smtp,
security@source.ag,source.ag,tier1-2-smtp,
security@sparktoro.com,sparktoro.com,tier1-2-smtp,
security@sparktoro.com,sparktoro.com,tier1-2-dns:caa_iodef,
security@sparktoro.com,sparktoro.com,consensus-tier-A,https://sparktoro.com/policies/privacy
security@spekit.co,spekit.co,tier1-2-smtp,
security@spekit.co,spekit.co,tier1-2-dns:caa_iodef,
security@spekit.co,spekit.co,consensus-tier-A,https://www.spekit.com/legal/privacy-policy
security@spinach.ai,spinach.ai,tier1-2-dns:dmarc_ruf,
security@spinify.com,spinify.com,tier1-2-smtp,
security@springthrough.com,springthrough.com,tier1-2-smtp,
security@sproutsocial.com,sproutsocial.com,tier1-2-smtp,
security@sproutsocial.com,sproutsocial.com,consensus-tier-A,https://sproutsocial.com/legal/
security@stackadapt.com,stackadapt.com,tier1-2-smtp,
security@stackby.com,stackby.com,tier1-2-smtp,
security@stackby.com,stackby.com,consensus-tier-A,https://stackby.com/security
security@standardmetrics.io,standardmetrics.io,tier1-2-smtp,
security@standardmetrics.io,standardmetrics.io,consensus-tier-A,https://standardmetrics.io/privacy-policy/
security@steep.app,steep.app,tier1-2-smtp,
security@storeganise.com,storeganise.com,tier1-2-smtp,
security@storydoc.com,storydoc.com,tier1-2-smtp,
security@streamkap.com,streamkap.com,consensus-tier-A,https://streamkap.com/terms
security@studystash.com,studystash.com,tier1-2-smtp,
security@sumble.com,sumble.com,tier1-2-smtp,
security@summ.com,summ.com,tier1-2-smtp,
security@sumologic.com,sumologic.com,tier1-2-smtp,
security@sumologic.com,sumologic.com,tier1-2-dns:caa_iodef,
security@supademo.com,supademo.com,tier1-2-smtp,
security@superglue.ai,superglue.ai,consensus-tier-A,https://superglue.ai/trust
security@superme.ai,superme.ai,tier1-2-smtp,
security@supermetrics.com,supermetrics.com,security.txt,https://supermetrics.com/.well-known/security.txt
security@supermetrics.com,supermetrics.com,consensus-tier-A,https://supermetrics.com/.well-known/security.txt
security@supernova.ai,supernova.ai,tier1-2-smtp,
security@supernova.ai,supernova.ai,consensus-tier-A,https://supernova.ai/docs/security
security@superscale.com,superscale.com,tier1-2-dns:dmarc_rua,
security@supersend.io,supersend.io,tier1-2-dns:dmarc_rua,
security@supertruth.ai,supertruth.ai,tier1-2-smtp,
security@supportlogic.io,supportlogic.io,tier1-2-smtp,
security@swoogo.com,swoogo.com,tier1-2-smtp,
security@symmetre.com,symmetre.com,tier1-2-smtp,
security@symmetre.com,symmetre.com,tier1-2-dns:dmarc_rua,
security@symmetrical.ai,symmetrical.ai,tier1-2-smtp,
security@sync.so,sync.so,tier1-2-smtp,
security@syncari.com,syncari.com,tier1-2-smtp,
security@synq.io,synq.io,tier1-2-smtp,
security@tactiq.io,tactiq.io,tier1-2-smtp,
security@tailorhq.ai,tailorhq.ai,security.txt,https://tailorhq.ai/.well-known/security.txt
security@tailorhq.ai,tailorhq.ai,consensus-tier-A,https://tailorhq.ai/.well-known/security.txt
security@tako.com,tako.com,tier1-2-smtp,
security@talproindia.com,talproindia.com,security.txt,https://talproindia.com/.well-known/security.txt
security@talproindia.com,talproindia.com,consensus-tier-A,https://talproindia.com/.well-known/security.txt
security@targetboard.ai,targetboard.ai,tier1-2-smtp,
security@targetboard.ai,targetboard.ai,consensus-tier-A,https://targetboard.ai/security
security@tavily.com,tavily.com,tier1-2-smtp,
security@tealhq.com,tealhq.com,tier1-2-smtp,
security@tekst.com,tekst.com,tier1-2-smtp,
security@tenderly.co,tenderly.co,tier1-2-smtp,
security@tesote.com,tesote.com,tier1-2-smtp,
security@testery.io,testery.io,tier1-2-smtp,
security@texau.com,texau.com,consensus-tier-A,https://www.texau.com/trust-center
security@textexpander.com,textexpander.com,consensus-tier-A,https://textexpander.com/security
security@thecontext.company,thecontext.company,tier1-2-smtp,
security@thisandthat.chat,thisandthat.chat,tier1-2-smtp,
security@thisandthat.chat,thisandthat.chat,consensus-tier-A,https://www.thisandthat.chat/security
security@thredcloud.com,thredcloud.com,consensus-tier-A,https://www.thredcloud.com/terms
security@thrustflight.com,thrustflight.com,tier1-2-smtp,
security@tickadoo.com,tickadoo.com,consensus-tier-A,https://www.tickadoo.com/privacy
security@tiled.co,tiled.co,tier1-2-smtp,
security@tldv.io,tldv.io,tier1-2-smtp,
security@togal.ai,togal.ai,tier1-2-smtp,
security@tradeshift.com,tradeshift.com,tier1-2-smtp,
security@travelnest.com,travelnest.com,tier1-2-smtp,
security@trenchsecurity.ai,trenchsecurity.ai,tier1-2-smtp,
security@trent.ai,trent.ai,tier1-2-smtp,
security@tribe.ai,tribe.ai,tier1-2-smtp,
security@tribecrm.nl,tribecrm.nl,tier1-2-smtp,
security@trint.com,trint.com,tier1-2-smtp,
security@truckstop.com,truckstop.com,tier1-2-smtp,
security@trunk.io,trunk.io,consensus-tier-A,https://trunk.io/security
security@trustgrid.io,trustgrid.io,tier1-2-smtp,
security@tryprofound.com,tryprofound.com,security.txt,https://www.tryprofound.com/.well-known/security.txt
security@tryscott.ai,tryscott.ai,security.txt,https://tryscott.ai/.well-known/security.txt
security@tryscott.ai,tryscott.ai,consensus-tier-A,https://www.tryscott.ai/.well-known/security.txt
security@unify-technologies.com,unify-technologies.com,tier1-2-smtp,
security@unleash.so,unleash.so,tier1-2-smtp,
security@unosecur.com,unosecur.com,tier1-2-smtp,
security@unosecur.com,unosecur.com,tier1-2-dns:dmarc_rua,
security@untappd.com,untappd.com,tier1-2-smtp,
security@upsun.com,upsun.com,security.txt,https://upsun.com/.well-known/security.txt
security@upsun.com,upsun.com,consensus-tier-A,https://upsun.com/.well-known/security.txt
security@userguiding.com,userguiding.com,tier1-2-smtp,
security@ustwo.com,ustwo.com,tier1-2-smtp,
security@vacationtracker.io,vacationtracker.io,security.txt,https://vacationtracker.io/.well-known/security.txt
security@vacationtracker.io,vacationtracker.io,consensus-tier-A,https://vacationtracker.io/.well-known/security.txt
security@vanta.com,vanta.com,security.txt,https://vanta.com/.well-known/security.txt
security@vanta.com,vanta.com,consensus-tier-A,https://vanta.com/.well-known/security.txt
security@vantage.sh,vantage.sh,tier1-2-smtp,
security@vantage.sh,vantage.sh,C-sec,https://vantage.sh/security
security@vector.co,vector.co,tier1-2-smtp,
security@vector.co,vector.co,consensus-tier-A,https://www.vector.co/security
security@veeam.com,veeam.com,security.txt,https://veeam.com/.well-known/security.txt
security@veeam.com,veeam.com,consensus-tier-A,https://www.veeam.com/.well-known/security.txt
security@vessel.co,vessel.co,tier1-2-smtp,
security@vessel.co,vessel.co,tier1-2-dns:caa_iodef,
security@vetster.com,vetster.com,security.txt,https://vetster.com/security.txt
security@vetster.com,vetster.com,consensus-tier-A,https://vetster.com/security.txt
security@veylan.com,veylan.com,tier1-2-smtp,
security@vidiq.com,vidiq.com,tier1-2-smtp,
security@vidmob.com,vidmob.com,tier1-2-smtp,
security@viomba.com,viomba.com,tier1-2-smtp,
security@visarun.ai,visarun.ai,tier1-2-smtp,
security@visitingmedia.com,visitingmedia.com,tier1-2-smtp,
security@visitly.io,visitly.io,tier1-2-smtp,
security@visitly.io,visitly.io,tier1-2-dns:dmarc_rua,
security@voiceflow.com,voiceflow.com,consensus-tier-A,https://www.voiceflow.com/legal/security
security@waldo.fyi,waldo.fyi,tier1-2-smtp,
security@waldo.fyi,waldo.fyi,tier1-2-dns:caa_iodef,
security@waterplan.com,waterplan.com,tier1-2-smtp,
security@waterplan.com,waterplan.com,C-sec,https://waterplan.com/security
security@webflow.com,webflow.com,tier1-2-smtp,
security@whaller.com,whaller.com,tier1-2-smtp,
security@whimsical.com,whimsical.com,tier1-2-smtp,
security@whimsical.com,whimsical.com,tier1-2-dns:caa_iodef,
security@whimsical.com,whimsical.com,consensus-tier-A,https://whimsical.com/terms/vulnerability-disclosure
security@whisper.security,whisper.security,security.txt,https://www.whisper.security/.well-known/security.txt
security@whistic.com,whistic.com,tier1-2-smtp,
security@wisepops.com,wisepops.com,tier1-2-smtp,
security@withlanai.com,withlanai.com,tier1-2-smtp,
security@wiv.ai,wiv.ai,tier1-2-smtp,
security@wiza.co,wiza.co,tier1-2-smtp,
security@wodify.com,wodify.com,tier1-2-smtp,
security@wonderway.io,wonderway.io,tier1-2-smtp,
security@woowup.com,woowup.com,tier1-2-smtp,
security@workflowmax.com,workflowmax.com,tier1-2-smtp,
security@worldbox.net,worldbox.net,tier1-2-smtp,
security@writesonic.com,writesonic.com,security.txt,https://writesonic.com/security.txt
security@writesonic.com,writesonic.com,consensus-tier-A,https://writesonic.com/security.txt
security@xyt.one,xyt.one,tier1-2-smtp,
security@ycharts.com,ycharts.com,tier1-2-smtp,
security@yourcounterpart.com,yourcounterpart.com,tier1-2-smtp,
security@yuzedata.com,yuzedata.com,tier1-2-smtp,
security@zapsign.com.br,zapsign.com.br,tier1-2-smtp,
security@zed.co,zed.co,tier1-2-smtp,
security@zenrows.com,zenrows.com,tier1-2-smtp,
security@zesty.ai,zesty.ai,tier1-2-smtp,
security@zesty.ai,zesty.ai,tier1-2-dns:caa_iodef,
security@zillow.com,zillow.com,tier1-2-smtp,
security@zite.com,zite.com,tier1-2-smtp,
security@zite.com,zite.com,consensus-tier-A,https://www.zite.com/help/security
security@zoominfo.com,zoominfo.com,tier1-2-dns:caa_iodef,
security@zoominfo.com,zoominfo.com,consensus-tier-A,https://www.zoominfo.com/legal/security-overview
security@zoviz.com,zoviz.com,tier1-2-smtp,
security@ztex.co,ztex.co,tier1-2-dns:dmarc_rua,
security@zuma.ca,zuma.ca,tier1-2-smtp,
security_private@razorpay.com,razorpay.com,consensus-tier-A,https://razorpay.com/us/privacy-policy/
securityalerts@knight-solutions.com,knight-solutions.com,tier1-2-dns:dmarc_ruf,
securityalerts@saleslayer.com,saleslayer.com,tier1-2-dns:dmarc_rua,
securityeng@optimizely.com,optimizely.com,C-sec,https://optimizely.com/security
securityreporting@bloomreach.com,bloomreach.com,security.txt,https://bloomreach.com/security.txt
securityreporting@bloomreach.com,bloomreach.com,consensus-tier-A,https://www.bloomreach.com/security.txt
securityteam@ezekia.com,ezekia.com,security.txt,https://ezekia.com/.well-known/security.txt
securityteam@ezekia.com,ezekia.com,consensus-tier-A,https://ezekia.com/.well-known/security.txt
seg.info@espm.br,espm.br,tier1-2-dns:dmarc_rua,
