domain,email,tier,tier_label
rupeezy.in,contact@rupeezy.in,S9,Generic info / contact
rupeezy.in,grievance@rupeezy.in,Sx-b,Single-word local
rupeezy.in,gyanesh@rupeezy.in,Sx-b,Single-word local
rupeezy.in,stoptrade@rupeezy.in,Sx-b,Single-word local
rushdb.com,hi@rushdb.com,S9,Generic info / contact
rye.com,security@rye.com,S2,Security
ryestrategy.com,abuse@ryestrategy.com,S3,Abuse / trust / safety
ryestrategy.com,info@ryestrategy.com,S9,Generic info / contact
sabre.com,security@sabre.com,S2,Security
sabre.com,administrative.contact@sabre.com,S9,Generic info / contact
sacavalcante.com.br,dmarc@sacavalcante.com.br,Sx-c,DMARC reporting
sadagaat-usa.org,abuse@sadagaat-usa.org,S3,Abuse / trust / safety
sadagaat-usa.org,sadagaat@sadagaat-usa.org,Sx-b,Single-word local
safetyculture.com,security@safetyculture.com,S2,Security
safetyculture.com,support@safetyculture.com,S8,Support / help
safetyculture.com,privacy@safetyculture.com,S4,Privacy / DPO / GDPR
saidot.ai,security@saidot.ai,S2,Security
saidot.ai,customersupport@saidot.ai,S8,Support / help
saidot.ai,hello@saidot.ai,S9,Generic info / contact
saidot.ai,info@saidot.ai,S9,Generic info / contact
saidot.ai,legal@saidot.ai,S5,Legal / compliance
sales-mind.ai,privacy@sales-mind.ai,S4
saleshandy.com,security@saleshandy.com,S2,Security
saleshandy.com,abuse@saleshandy.com,S3,Abuse / trust / safety
saleshandy.com,help@saleshandy.com,S8,Support / help
saleshandy.com,privacy@saleshandy.com,S4,Privacy / DPO / GDPR
saleshandy.com,contribute@saleshandy.com,Sx-b,Single-word local
saleshandy.com,dpa@saleshandy.com,Sx-b,Single-word local
saleslayer.com,security@saleslayer.com,S2,Security
saleslayer.com,securityalerts@saleslayer.com,S2,Security
saleslayer.com,abuse@saleslayer.com,S3,Abuse / trust / safety
saleslayer.com,info@saleslayer.com,S9,Generic info / contact
salesloft.com,compliance+dmarc@salesloft.com,S5,Legal / compliance
salesloft.com,vdp@salesloft.com,S0
salesmanago.com,security-team@salesmanago.com,S2,Security
samaya.ai,abuse@samaya.ai,S3,Abuse / trust / safety
samaya.ai,hello@samaya.ai,S9,Generic info / contact
sanity.io,security@sanity.io,S2,Security
sanity.io,dpo@sanity.io,S4,Privacy / DPO / GDPR
sanka.com,hey@sanka.com,S9,Generic info / contact
satellitesonfire.com,abuse@satellitesonfire.com,S3,Abuse / trust / safety
savecall.de,kontakt@savecall.de,S9,Generic info / contact
savecall.de,bookingsstcvertrieb@savecall.de,Sx-d,Other / mixed
sawmills.ai,security@sawmills.ai,S2,Security
sawmills.ai,abuse@sawmills.ai,S3,Abuse / trust / safety
saxum.com,info@saxum.com,S9,Generic info / contact
sayhellocollege.com,abuse@sayhellocollege.com,S3,Abuse / trust / safety
scaleflex.com,security@scaleflex.com,S2,Security
scaleflex.com,abuse@scaleflex.com,S3,Abuse / trust / safety
scalestack.ai,security@scalestack.ai,S2,Security
scalestack.ai,abuse@scalestack.ai,S3,Abuse / trust / safety
scalestack.ai,support@scalestack.ai,S8,Support / help
scanpower.com,security@scanpower.com,S2,Security
scanpower.com,abuse@scanpower.com,S3,Abuse / trust / safety
scenario.com,dmarcreports@scenario.com,Sx-c,DMARC reporting
schemaapp.com,support@schemaapp.com,S8,Support / help
schemaapp.com,hello@schemaapp.com,S9,Generic info / contact
schemantic.io,abuse@schemantic.io,S3,Abuse / trust / safety
scienceexchange.com,security@scienceexchange.com,S2,Security
scienceexchange.com,abuse@scienceexchange.com,S3,Abuse / trust / safety
scienceexchange.com,info@scienceexchange.com,S9,Generic info / contact
scienceexchange.com,privacy@scienceexchange.com,S4,Privacy / DPO / GDPR
scienceofpeople.com,abuse@scienceofpeople.com,S3,Abuse / trust / safety
scienceofpeople.com,support@scienceofpeople.com,S8,Support / help
scientist.com,support@scientist.com,S8,Support / help
scientist.com,suppliers@scientist.com,Sx-b,Single-word local
scispot.io,security@scispot.io,S2,Security
scispot.io,abuse@scispot.io,S3,Abuse / trust / safety
scorecard.io,security@scorecard.io,S2,Security
scorecard.io,abuse@scorecard.io,S3,Abuse / trust / safety
scripe.io,abuse@scripe.io,S3,Abuse / trust / safety
scripe.io,hello@scripe.io,S9,Generic info / contact
scriptsave.com,security-reporting@scriptsave.com,S2,Security
scriptsave.com,customercare@scriptsave.com,S8,Support / help
scriptsave.com,privacy@scriptsave.com,S4,Privacy / DPO / GDPR
scvsoft.com,abuse@scvsoft.com,S3,Abuse / trust / safety
seam.co,security@seam.co,S2
seam.co,legal@seam.co,S5
seamless.ai,security@seamlessai.com,S2
searchatlas.com,security@searchatlas.com,S2,Security
searchatlas.com,support@searchatlas.com,S8,Support / help
searchatlas.com,privacy@searchatlas.com,S4,Privacy / DPO / GDPR
searchatlas.com,legal@searchatlas.com,S5,Legal / compliance
searchinfluence.com,info@searchinfluence.com,S9,Generic info / contact
searchinfluence.com,info@www.searchinfluence.com,S9,Generic info / contact
searchunify.com,info@searchunify.com,S9,Generic info / contact
sectionai.com,security@sectionai.com,S2,Security
sectionai.com,abuse@sectionai.com,S3,Abuse / trust / safety
sectionai.com,info@sectionai.com,S9,Generic info / contact
securin.io,abuse@securin.io,S3,Abuse / trust / safety
securin.io,info@securin.io,S9,Generic info / contact
securin.io,itadmin@securin.io,Sx-b,Single-word local
seerinteractive.com,dmarc@seerinteractive.com,Sx-c,DMARC reporting
segmentstream.com,security@segmentstream.com,S2,Security
segmentstream.com,abuse@segmentstream.com,S3,Abuse / trust / safety
segmentstream.com,privacy@segmentstream.com,S4,Privacy / DPO / GDPR
seismic.com,security@seismic.com,S2,Security
seismic.com,support@seismic.com,S8,Support / help
selffundhealth.com,abuse@selffundhealth.com,S3,Abuse / trust / safety
sellerx.com,security@sellerx.com,S2,Security
sellerx.com,info@sellerx.com,S9,Generic info / contact
sellthru.me,abuse@sellthru.me,S3,Abuse / trust / safety
sellthru.me,info@sellthru.me,S9,Generic info / contact
seltz.ai,support@seltz.ai,S8,Support / help
seltz.ai,email@seltz.ai,Sx-b,Single-word local
semactic.com,celine.naveau@semactic.com,Sx-a,Real-person name
sendpulse.com,support@sendpulse.com,S8,Support / help
sendsquared.com,hello@sendsquared.com,S9,Generic info / contact
senja.io,abuse@senja.io,S3,Abuse / trust / safety
sensia.ai,abuse@sensia.ai,S3,Abuse / trust / safety
sensolus.com,security@sensolus.com,S2,Security
sensolus.com,info@sensolus.com,S9,Generic info / contact
sentinelrisk.ie,security@sentinelrisk.ie,S2,Security
seoenmexico.com,miguel@seoenmexico.com,Sx-b,Single-word local
seon.io,security@seon.io,S2,Security
seon.io,abuse@seon.io,S3,Abuse / trust / safety
seon.io,info@seon.io,S9,Generic info / contact
seqera.io,security@seqera.io,S2,Security
serpstat.com,k.hordiienko@serpstat.com,Sx-d,Other / mixed
sesametime.com,soporte@sesametime.com,S8
sesametime.com,legal@sesametime.com,S5
sessionboard.com,support@sessionboard.com,S8
seven.io,support@seven.io,S8,Support / help
seyna.eu,security@seyna.eu,S2,Security
seyna.eu,abuse@seyna.eu,S3,Abuse / trust / safety
seyna.eu,career@seyna.eu,S8,Support / help
seyna.eu,contact@seyna.eu,S9,Generic info / contact
shade.inc,security@shade.inc,S2,Security
shade.inc,abuse@shade.inc,S3,Abuse / trust / safety
shakebugs.com,friends@shakebugs.com,Sx-b,Single-word local
shaped.ai,abuse@shaped.ai,S3,Abuse / trust / safety
shaped.ai,contact@shaped.ai,S9,Generic info / contact
shapes.co,security@shapes.co,S2,Security
shapes.co,abuse@shapes.co,S3,Abuse / trust / safety
shapes.co,support@shapes.co,S8,Support / help
sharethis.com,support@sharethis.com,S8,Support / help
sharethis.com,dpo@sharethis.com,S4,Privacy / DPO / GDPR
sharethis.com,privacy@sharethis.com,S4,Privacy / DPO / GDPR
sharethis.com,representative@sharethis.com,S10,Sales / marketing / press
sharethis.com,access@sharethis.com,Sx-b,Single-word local
shiftcare.com,security@shiftcare.com,S2,Security
shiftcare.com,abuse@shiftcare.com,S3,Abuse / trust / safety
shinhansec.com.vn,hostmaster@shinhansec.com.vn,S7,Admin / postmaster
shinkansen.finance,security@shinkansen.finance,S2,Security
shinkansen.finance,abuse@shinkansen.finance,S3,Abuse / trust / safety
shipsaving.com,abuse@shipsaving.com,S3,Abuse / trust / safety
shipsaving.com,support@shipsaving.com,S8,Support / help
shipsaving.com,info@shipsaving.com,S9,Generic info / contact
shipsaving.com,claims@shipsaving.com,Sx-b,Single-word local
shirtee.cloud,bugs@shirtee.cloud,S0
shoott.com,info@shoott.com,S9,Generic info / contact
shoptrade.co,abuse@shoptrade.co,S3,Abuse / trust / safety
shoptrade.co,hello@shoptrade.co,S9,Generic info / contact
shorta.com,abuse@shorta.com,S3,Abuse / trust / safety
shorta.com,legal@shorta.com,S5,Legal / compliance
shortcut.com,security@shortcut.com,S2,Security
shortcut.com,abuse@shortcut.com,S3,Abuse / trust / safety
shortcut.com,support@shortcut.com,S8,Support / help
shortcut.com,hello@shortcut.com,S9,Generic info / contact
shortcut.com,privacy@shortcut.com,S4,Privacy / DPO / GDPR
shotstack.io,support@shotstack.io,S8,Support / help
siena.cx,security@siena.cx,S2,Security
siena.cx,abuse@siena.cx,S3,Abuse / trust / safety
siena.cx,lisa@siena.cx,Sx-b,Single-word local
sigma.software,info@sigma.software,S9,Generic info / contact
signal-ai.com,security@signal-ai.com,S2,Security
signal-ai.com,abuse@signal-ai.com,S3,Abuse / trust / safety
silabs.com,feedback@silabs.com,S6,Reports / feedback
silveiro.com.br,compliance@silveiro.com.br,S4
similar.ai,abuse@similar.ai,S3,Abuse / trust / safety
similar.ai,hello@similar.ai,S9,Generic info / contact
similar.ai,privacy@similar.ai,S4,Privacy / DPO / GDPR
similarweb.com,support@similarweb.com,S8,Support / help
similarweb.com,copyright@similarweb.com,S5,Legal / compliance
similarweb.com,legal@similarweb.com,S5,Legal / compliance
simplero.com,abuse@simplero.com,S3,Abuse / trust / safety
simplero.com,support@simplero.com,S8,Support / help
singular.net,security@singular.net,S2,Security
singular.net,abuse@singular.net,S3,Abuse / trust / safety
singular.net,privacy@singular.net,S4,Privacy / DPO / GDPR
singular.net,eran@singular.net,Sx-b,Single-word local
sitebrunch.com,croissant@sitebrunch.com,S9,Generic info / contact
sitebrunch.com,kontakt@sitebrunch.com,S9,Generic info / contact
siteline.ai,abuse@siteline.ai,S3,Abuse / trust / safety
sitewise.com,security@sitewise.com,S2,Security
sitewise.com,info@sitewise.com,S9,Generic info / contact
sixtyfour.ai,abuse@sixtyfour.ai,S3,Abuse / trust / safety
sixtyfour.ai,chrisprice@sixtyfour.ai,S10,Sales / marketing / press
skillberg.app,abuse@skillberg.app,S3,Abuse / trust / safety
skillberg.app,contact@skillberg.app,S9,Generic info / contact
skillground.com,abuse@skillground.com,S3,Abuse / trust / safety
skillground.com,hello@skillground.com,S9,Generic info / contact
skilljar.com,security@skilljar.com,S2,Security
skilljar.com,abuse@skilljar.com,S3,Abuse / trust / safety
skilljar.com,legal@skilljar.com,S5,Legal / compliance
skilljar.com,sec_reporting@skilljar.com,Sx-a,Real-person name
slashpage.com,abuse@slashpage.com,S3,Abuse / trust / safety
slateteams.com,abuse@slateteams.com,S3,Abuse / trust / safety
slateteams.com,support@slateteams.com,S8,Support / help
slateteams.com,hello@slateteams.com,S9,Generic info / contact
slateteams.com,will@slateteams.com,Sx-b,Single-word local
sleekplan.com,support@sleekplan.com,S8,Support / help
slidespeak.co,abuse@slidespeak.co,S3,Abuse / trust / safety
slidespeak.co,privacy@slidespeak.co,S4,Privacy / DPO / GDPR
slipstreammusic.com,abuse@slipstreammusic.com,S3,Abuse / trust / safety
sloan.org,dmarcreports@sloan.org,Sx-c,DMARC reporting
smarte.pro,ithelpdesk@smarte.pro,S8,Support / help
smarttalks.ai,abuse@smarttalks.ai,S3,Abuse / trust / safety
smarttask.io,abuse@smarttask.io,S3,Abuse / trust / safety
smarttask.io,support@smarttask.io,S8,Support / help
smartthings.com,security@smartthings.com,S2,Security
smartthings.com,abuse@smartthings.com,S3,Abuse / trust / safety
snapsight.com,cs@snapsight.com,S8,Support / help
snowfox.ai,security@snowfox.ai,S2,Security
snowfox.ai,abuse@snowfox.ai,S3,Abuse / trust / safety
snowfox.ai,privacy@snowfox.ai,S4,Privacy / DPO / GDPR
sns.id,abuse@sns.id,S3
socialchamp.com,hello@socialchamp.com,S9,Generic info / contact
socialinsider.io,security@socialinsider.io,S2,Security
socialinsider.io,contact@socialinsider.io,S9,Generic info / contact
socialinsider.io,privacy@socialinsider.io,S4,Privacy / DPO / GDPR
socialpilot.co,security@socialpilot.co,S2,Security
socialpilot.co,support@socialpilot.co,S8,Support / help
socialpilot.co,privacy@socialpilot.co,S4,Privacy / DPO / GDPR
socialpruf.com,abuse@socialpruf.com,S3,Abuse / trust / safety
socialtip.io,abuse@socialtip.io,S3,Abuse / trust / safety
socialtip.io,hello@socialtip.io,S9,Generic info / contact
socialtip.io,brands@socialtip.io,Sx-b,Single-word local
socket.dev,security@socket.dev,S2,Security
soclecollections.com,abuse@soclecollections.com,S3,Abuse / trust / safety
soclecollections.com,contact@soclecollections.com,S9,Generic info / contact
sodagift.com,support@sodagift.com,S8,Support / help
sonr.global,postmaster@sonr.global,S7,Admin / postmaster
sonraisecurity.com,abuse@sonraisecurity.com,S3,Abuse / trust / safety
sonraisecurity.com,info@sonraisecurity.com,S9,Generic info / contact
sopro.io,abuse@sopro.io,S3,Abuse / trust / safety
sopro.io,dpo@sopro.io,S4,Privacy / DPO / GDPR
sopro.io,monika@sopro.io,Sx-b,Single-word local
sopro.io,monikap@sopro.io,Sx-b,Single-word local
sopro.io,rob@sopro.io,Sx-b,Single-word local
sopro.io,ryan@sopro.io,Sx-b,Single-word local
sopro.io,steve@sopro.io,Sx-b,Single-word local
sosovalue.com,security@sosovalue.com,S2,Security
soundcharts.com,abuse@soundcharts.com,S3,Abuse / trust / safety
soundcharts.com,contact@soundcharts.com,S9,Generic info / contact
source.ag,security@source.ag,S2,Security
source.ag,abuse@source.ag,S3,Abuse / trust / safety
source.ag,info@source.ag,S9,Generic info / contact
southparkcommons.com,abuse@southparkcommons.com,S3,Abuse / trust / safety
soyio.id,abuse@soyio.id,S3,Abuse / trust / safety
spacegoats.io,info@spacegoats.io,S9,Generic info / contact
spaik.io,abuse@spaik.io,S3,Abuse / trust / safety
spaik.io,info@spaik.io,S9,Generic info / contact
spaik.io,thijs@spaik.io,S9,Generic info / contact
sparkloop.app,abuse@sparkloop.app,S3,Abuse / trust / safety
sparkloop.app,support@sparkloop.app,S8,Support / help
sparkloop.app,legal@sparkloop.app,S5,Legal / compliance
sparktoro.com,security@sparktoro.com,S2,Security
sparktoro.com,abuse@sparktoro.com,S3,Abuse / trust / safety
sparktoro.com,support@sparktoro.com,S8,Support / help
sparktoro.com,privacy@sparktoro.com,S4,Privacy / DPO / GDPR
speakeasymarketinginc.com,support@speakeasymarketinginc.com,S8,Support / help
spectral.hu,abuse@spectral.hu,S3,Abuse / trust / safety
speeding-rocket.com,abuse@speeding-rocket.com,S3,Abuse / trust / safety
speero.com,abuse@speero.com,S3,Abuse / trust / safety
speero.com,info@speero.com,S9,Generic info / contact
spekit.co,infra+security@spekit.co,S2,Security
spekit.co,security@spekit.co,S2,Security
spekit.co,abuse@spekit.co,S3,Abuse / trust / safety
spekit.co,support@spekit.co,S8,Support / help
spekit.co,privacy@spekit.co,S4,Privacy / DPO / GDPR
sphereinsight.com,abuse@sphereinsight.com,S3,Abuse / trust / safety
sphereinsight.com,support@sphereinsight.com,S8,Support / help
sphereinsight.com,hi@sphereinsight.com,S9,Generic info / contact
spike.digital,abuse@spike.digital,S3,Abuse / trust / safety
spike.digital,hello@spike.digital,S9,Generic info / contact
spike.digital,rob@spike.digital,Sx-b,Single-word local
spinach.ai,security@spinach.ai,S2,Security
spinach.ai,support@spinach.ai,S8,Support / help
spinify.com,security@spinify.com,S2,Security
spinify.com,abuse@spinify.com,S3,Abuse / trust / safety
spinify.com,support@spinify.com,S8,Support / help
spinify.com,info@spinify.com,S9,Generic info / contact
spoonity.com,support@spoonity.com,S8,Support / help
spot.ai,abuse@spot.ai,S3,Abuse / trust / safety
spott.io,info@spott.io,S9,Generic info / contact
spott.io,legal@spott.io,S5,Legal / compliance
spredo.io,gm@spredo.io,Sx-b,Single-word local
sprig.com,dmarc@sprig.com,Sx-c,DMARC reporting
springbokproperties.co.uk,abuse@springbokproperties.co.uk,S3,Abuse / trust / safety
springthrough.com,security@springthrough.com,S2,Security
springthrough.com,contact@springthrough.com,S9,Generic info / contact
springverify.com,sales@springverify.com,S10,Sales / marketing / press
sprinto.com,webadmin@sprinto.com,Sx-b,Single-word local
sproutsocial.com,security-alerts@sproutsocial.com,S2,Security
sproutsocial.com,security@sproutsocial.com,S2,Security
sproutsocial.com,abuse@sproutsocial.com,S3,Abuse / trust / safety
sproutsocial.com,support@sproutsocial.com,S8,Support / help
sproutsocial.com,billingteam@sproutsocial.com,S9,Generic info / contact
sproutsocial.com,info@sproutsocial.com,S9,Generic info / contact
sproutsocial.com,successteam@sproutsocial.com,S9,Generic info / contact
sproutsocial.com,dpo@sproutsocial.com,S4,Privacy / DPO / GDPR
sproutsocial.com,privacy@sproutsocial.com,S4,Privacy / DPO / GDPR
sproutsocial.com,channelcompliance@sproutsocial.com,S5,Legal / compliance
sproutsocial.com,legal@sproutsocial.com,S5,Legal / compliance
sproutsocial.com,affiliates@sproutsocial.com,Sx-b,Single-word local
sproutsocial.com,logo@sproutsocial.com,Sx-b,Single-word local
sproutsocial.com,referrals@sproutsocial.com,Sx-b,Single-word local
spycraft.co,abuse@spycraft.co,S3,Abuse / trust / safety
spyne.app,privacy@spyne.app,S4,Privacy / DPO / GDPR
squareup.com,herbert@squareup.com,Sx-b,Single-word local
squareup.com,postmasters@squareup.com,Sx-b,Single-word local
squidler.io,dmarc@squidler.io,Sx-c,DMARC reporting
stablewood.com,abuse@stablewood.com,S3,Abuse / trust / safety
stackadapt.com,security@stackadapt.com,S2,Security
stackadapt.com,abuse@stackadapt.com,S3,Abuse / trust / safety
stackadapt.com,privacy@stackadapt.com,S4,Privacy / DPO / GDPR
stackadapt.com,legal@stackadapt.com,S5,Legal / compliance
stackadapt.com,data@stackadapt.com,Sx-b,Single-word local
stackadapt.com,ssl@stackadapt.com,Sx-b,Single-word local
stackby.com,security@stackby.com,S2,Security
stackby.com,abuse@stackby.com,S3,Abuse / trust / safety
stackby.com,support@stackby.com,S8,Support / help
stackby.com,privacy@stackby.com,S4,Privacy / DPO / GDPR
stacklist.com,help@stacklist.com,S8,Support / help
staer.ai,abuse@staer.ai,S3,Abuse / trust / safety
standardmetrics.io,security@standardmetrics.io,S2,Security
standardmetrics.io,abuse@standardmetrics.io,S3,Abuse / trust / safety
standardmetrics.io,dmca@standardmetrics.io,S5,Legal / compliance
standardmetrics.io,legal@standardmetrics.io,S5,Legal / compliance
startaiming.com,dmarc@startaiming.com,Sx-c,DMARC reporting
startdeliver.com,hello@startdeliver.com,S9,Generic info / contact
stealthmole.com,sales@stealthmole.com,S10,Sales / marketing / press
steep.app,security@steep.app,S2,Security
steep.app,abuse@steep.app,S3,Abuse / trust / safety
steep.app,hello@steep.app,S9,Generic info / contact
steep.app,legal@steep.app,S5,Legal / compliance
stena.com,abuse@stena.com,S3,Abuse / trust / safety
stitchflow.io,contact@stitchflow.io,S9,Generic info / contact
stitchflow.io,legal@stitchflow.io,S5,Legal / compliance
stitchflow.io,subprocessors@stitchflow.io,S10,Sales / marketing / press
storeganise.com,security@storeganise.com,S2,Security
storeganise.com,abuse@storeganise.com,S3,Abuse / trust / safety
storeganise.com,support@storeganise.com,S8,Support / help
storeganise.com,hello@storeganise.com,S9,Generic info / contact
storehero.ai,abuse@storehero.ai,S3,Abuse / trust / safety
storehero.ai,hello@storehero.ai,S9,Generic info / contact
stormrecruit.com,info@stormrecruit.com,S9,Generic info / contact
stormrecruit.com,jyurk@stormrecruit.com,Sx-b,Single-word local
storydoc.com,security@storydoc.com,S2,Security
storydoc.com,abuse@storydoc.com,S3,Abuse / trust / safety
storydoc.com,danielm@storydoc.com,Sx-b,Single-word local
straddle.com,support@straddle.com,S8,Support / help
streamkap.com,security@streamkap.com,S2,Security
streamkap.com,support@streamkap.com,S8,Support / help
streamkap.com,privacy@streamkap.com,S4,Privacy / DPO / GDPR
streamkap.com,ricky@streamkap.com,Sx-b,Single-word local
stripe.com,dpo@stripe.com,S4,Privacy / DPO / GDPR
stripe.com,privacy@stripe.com,S4,Privacy / DPO / GDPR
stripe.com,security@stripe.com,S2
strobes.co,hello@strobes.co,S9,Generic info / contact
strobes.co,no-reply@strobes.co,Sx-a,Real-person name
structured.app,support@structured.app,S8
studystash.com,security@studystash.com,S2,Security
studystash.com,abuse@studystash.com,S3,Abuse / trust / safety
studystash.com,support@studystash.com,S8,Support / help
subframe.com,abuse@subframe.com,S3,Abuse / trust / safety
subtotal.com,dmarc@subtotal.com,Sx-c,DMARC reporting
sumble.com,security@sumble.com,S2,Security
sumble.com,abuse@sumble.com,S3,Abuse / trust / safety
sumble.com,support@sumble.com,S8,Support / help
summ.com,security@summ.com,S2,Security
summ.com,abuse@summ.com,S3,Abuse / trust / safety
sumologic.com,security@sumologic.com,S2,Security
sumologic.com,abuse@sumologic.com,S3,Abuse / trust / safety
sumologic.com,delete-my-data@sumologic.com,S4,Privacy / DPO / GDPR
sumologic.com,privacy@sumologic.com,S4,Privacy / DPO / GDPR
sumup.com,bugbounty@sumup.com,S0,Bug bounty / VDP
sumup.com,support@sumup.com,S8,Support / help
sunairio.com,abuse@sunairio.com,S3,Abuse / trust / safety
supademo.com,security@supademo.com,S2,Security
supademo.com,abuse@supademo.com,S3,Abuse / trust / safety
superglue.ai,security@superglue.ai,S2,Security
supergood.ai,hello@supergood.ai,S9,Generic info / contact
supergood.ai,privacy@supergood.ai,S4,Privacy / DPO / GDPR
superme.ai,security@superme.ai,S2,Security
superme.ai,abuse@superme.ai,S3,Abuse / trust / safety
superme.ai,contact@superme.ai,S9,Generic info / contact
superme.ai,anton@superme.ai,Sx-b,Single-word local
superme.ai,notices@superme.ai,Sx-b,Single-word local
supermetrics.com,security@supermetrics.com,S2,Security
supernewsroom.ai,abuse@supernewsroom.ai,S3,Abuse / trust / safety
supernova.ai,security@supernova.ai,S2,Security
supernova.ai,abuse@supernova.ai,S3,Abuse / trust / safety
supernova.ai,hello@supernova.ai,S9,Generic info / contact
supernova.ai,team@supernova.ai,S9,Generic info / contact
superoffice.com,info@superoffice.com,S9,Generic info / contact
superoffice.com,privacy@superoffice.com,S4,Privacy / DPO / GDPR
superscale.com,security@superscale.com,S2,Security
supersend.io,security@supersend.io,S2,Security
supersend.io,abuse@supersend.io,S3,Abuse / trust / safety
supersend.io,support@supersend.io,S8,Support / help
supertruth.ai,security@supertruth.ai,S2,Security
supertruth.ai,abuse@supertruth.ai,S3,Abuse / trust / safety
supertruth.ai,contact@supertruth.ai,S9,Generic info / contact
supertruth.ai,jisla@supertruth.ai,Sx-b,Single-word local
superwall.com,team@superwall.com,S9,Generic info / contact
supplybrain.ai,dmarc@supplybrain.ai,Sx-c,DMARC reporting
supportlogic.io,security@supportlogic.io,S2,Security
supportlogic.io,abuse@supportlogic.io,S3,Abuse / trust / safety
surveymonkey.com,abuse@surveymonkey.com,S3,Abuse / trust / safety
surveymonkey.com,mailadmin@surveymonkey.com,Sx-b,Single-word local
swaarm.com,privacy@swaarm.com,S4
sweetanalytics.com,abuse@sweetanalytics.com,S3,Abuse / trust / safety
sweetanalytics.com,hello@sweetanalytics.com,S9,Generic info / contact
sweetanalytics.com,team@sweetanalytics.com,S9,Generic info / contact
swiggy.com,security@swiggy.in,S2
swoogo.com,security@swoogo.com,S2,Security
swoogo.com,abuse@swoogo.com,S3,Abuse / trust / safety
sybill.ai,abuse@sybill.ai,S3,Abuse / trust / safety
symmetre.com,security@symmetre.com,S2,Security
symmetre.com,info@symmetre.com,S9,Generic info / contact
symmetrical.ai,security@symmetrical.ai,S2,Security
symmetrical.ai,abuse@symmetrical.ai,S3,Abuse / trust / safety
sync.so,security@sync.so,S2,Security
sync.so,abuse@sync.so,S3,Abuse / trust / safety
sync.so,reports@sync.so,S6,Reports / feedback
sync.so,forensic@sync.so,Sx-b,Single-word local
syncari.com,security@syncari.com,S2,Security
syncari.com,abuse@syncari.com,S3,Abuse / trust / safety
synply.io,support@synply.io,S8,Support / help
synply.io,brent@synply.io,Sx-b,Single-word local
synq.io,security@synq.io,S2,Security
synq.io,abuse@synq.io,S3,Abuse / trust / safety
t54.ai,abuse@t54.ai,S3,Abuse / trust / safety
tactiq.io,security@tactiq.io,S2,Security
tactiq.io,abuse@tactiq.io,S3,Abuse / trust / safety
tactiq.io,privacy@tactiq.io,S4,Privacy / DPO / GDPR
tactiq.io,alex@tactiq.io,Sx-b,Single-word local
taggify.net,abuse@taggify.net,S3,Abuse / trust / safety
taggify.net,jchamizo@taggify.net,Sx-b,Single-word local
taghub.net,abuse@taghub.net,S3,Abuse / trust / safety
taikai.network,abuse@taikai.network,S3,Abuse / trust / safety
taikai.network,hello@taikai.network,S9,Generic info / contact
tailorhq.ai,security@tailorhq.ai,S2,Security
takeprofit.com,dmarcreports@takeprofit.com,Sx-c,DMARC reporting
tako.com,security@tako.com,S2,Security
tako.com,abuse@tako.com,S3,Abuse / trust / safety
tallyfy.com,amit@tallyfy.com,Sx-b,Single-word local
talonic.com,dmarc@talonic.com,Sx-c,DMARC reporting
talproindia.com,security@talproindia.com,S2,Security
talproindia.com,abuse@talproindia.com,S3,Abuse / trust / safety
talproindia.com,hello@talproindia.com,S9,Generic info / contact
talproindia.com,legal@talproindia.com,S5,Legal / compliance
tamarind.bio,info@tamarind.bio,S9,Generic info / contact
tamarind.bio,sherry@tamarind.bio,Sx-b,Single-word local
tandom.ai,hello@tandom.ai,S9,Generic info / contact
targetboard.ai,security@targetboard.ai,S2,Security
targetboard.ai,abuse@targetboard.ai,S3,Abuse / trust / safety
targetboard.ai,support@targetboard.ai,S8,Support / help
targetboard.ai,contact@targetboard.ai,S9,Generic info / contact
tavanbogd.com,info@tavanbogd.com,S9,Generic info / contact
tavily.com,security@tavily.com,S2,Security
tavily.com,support@tavily.com,S8,Support / help
tax1099.com,support@tax1099.com,S8,Support / help
taxdone.ch,contact@taxdone.ch,S9,Generic info / contact
taxdone.ch,report@taxdone.ch,S6,Reports / feedback
taxrise.com,info@taxrise.com,S9,Generic info / contact
taxrise.com,clients@taxrise.com,Sx-b,Single-word local
teachfloor.com,dmarc@teachfloor.com,Sx-c,DMARC reporting
tealhq.com,security@tealhq.com,S2,Security
tealhq.com,abuse@tealhq.com,S3,Abuse / trust / safety
teamcentral.ai,contact@teamcentral.ai,S9,Generic info / contact
teamgram.com,abuse@teamgram.com,S3,Abuse / trust / safety
teapot.sk,abuse@teapot.sk,S3,Abuse / trust / safety
techpromarketing.com,bernie@techpromarketing.com,Sx-b,Single-word local
techpromarketing.com,mike@techpromarketing.com,Sx-b,Single-word local
techstars.com,help@techstars.com,S8,Support / help
techstars.com,privacy@techstars.com,S4,Privacy / DPO / GDPR
techtree.dev,hello@techtree.dev,S9,Generic info / contact
techtree.dev,data@techtree.dev,Sx-b,Single-word local
techtree.dev,laurence@techtree.dev,Sx-b,Single-word local
tecro.dev,abuse@tecro.dev,S3,Abuse / trust / safety
tekst.com,security@tekst.com,S2,Security
tekst.com,abuse@tekst.com,S3,Abuse / trust / safety
tekst.com,info@tekst.com,S9,Generic info / contact
tektonic.ai,abuse@tektonic.ai,S3,Abuse / trust / safety
tektonic.ai,hello@tektonic.ai,S9,Generic info / contact
tenderly.co,security@tenderly.co,S2,Security
